Name,Disabled,Locked,Fuel Incentive,Location ID,Card IDs,Address,City,ST,Postal Code,EW Hwy,EW Exit,NS Hwy,NS Exit,Retail Price,Retail Date,Rack Price,Freight,State Tax,Fed Tax,Est Cost,Spread,OOR Range,OOR Fill,Min Pur,Min Pur Type,Stop Type,Swap Type,Rack ID,Latitude,Longitude,Trimble_POI_Name,Contain,Trimble_MAPS_StreetAddress,Trimble_MAPS_City,Trimble_MAPS_State,Trimble_MAPS_PostalCode,Heartland,TM,Delta Between Trimble MAPS POI and Heartland Coordinates
Flying J #140                 ,      No,    No,0,518850,UT842                                                  ,380 South 200 East            ,Roosevelt      ,UT,84066,U0040  ,    ,       ,    ,3.359,8/16/2019,2.09,0.0814,0.3065,0.244,2.7219,0.637,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.2943,109.989, NOT FOUND, False,"365 South Main Street  (US-40, US-191)",Roosevelt,UT,84066,"40.2943,-109.989","32.602104,-89.861913",1233.779
Flying J #811                 ,      No,    No,0,232031,SK348                                                  ,370 N Service Rd              ,Moose Jaw      ,SK,S6H4N9,       ,    ,S0001  ,    ,3.2922,8/16/2019,2.0915,0.0304,0.2411,0.1136,2.4766,0.816,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,50.4265,105.5454, @Flying J Fuel Stop #811, True,North Service Road,Parkdale Boulevard,SK,,"50.4265,-105.5454","33.899949,-96.958092",1220.843
Pilot TC #910                 ,      No,    No,0,516358,MT174                                                  ,10800 Us-287                  ,Three Forks    ,MT,59752,I0090  ,274,U0287  ,    ,2.869,8/16/2019,2.0208,0.027,0.302,0.244,2.5938,0.275,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.9171,111.5975, NOT FOUND, False,US-287,Three Forks,MT,59752,"45.9171,-111.5975","32.641911,-96.779346",1207.285
Flying J #863                 ,      No,    No,0,232092,SK010                                                  ,Hwy 1 &: Hwy 46               ,Balgonie       ,SK,S0G0E0,       ,    ,S0001  ,    ,3.349,8/16/2019,2.0915,0.0301,0.241,0.1136,2.4762,0.873,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,50.4787,104.2913, NOT FOUND, False,SK-46,Balgonie,SK,,"50.4787,-104.2913","33.900261,-96.956943",1203.158
Flying J #925                 ,      No,    No,0,231043,MT006                                                  ,3715 31st St. Sw              ,Great Falls    ,MT,59404,       ,    ,I0015  ,277,2.879,8/16/2019,1.9252,0.0156,0.302,0.244,2.4868,0.392,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,47.4703,111.3578, @Town Pump #925 , True,37th Avenue Southwest,Great Falls,MT,59404,"47.4703,-111.3578","33.900623,-96.955574",1198.596
Pilot TC #1201                ,      No,    No,0,232183,ON269                                                  ,13947 Hurontario St           ,Inglewood      ,ON,L7C2C9,S0010  ,    ,       ,    ,3.4342,8/16/2019,1.9983,0.0469,0.2955,0.1136,2.4543,0.98,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.7726,79.8787, NOT FOUND, False,2967 King Street  (ON-9),Inglewood,ON,L7C 0S8,"43.7726,-79.8787","32.641911,-96.779346",1192.28
Flying J #966                 ,      No,    No,0,231809,NV048                                                  ,650 W Front St                ,Battle Mountain,NV,89820,I0080  ,229,       ,    ,3.359,8/16/2019,2.1412,0.167,0.2775,0.244,2.8297,0.529,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.6483,116.9426, NOT FOUND, False,Front Street  (NV-304),Battle Mountain,NV,89820,"40.6483,-116.9426","33.900992,-96.954722",1189.435
Pilot TC #1013                ,      No,    No,0,521206,MT020                                                  ,561 Business Hub Drive        ,Belgrade       ,MT,59714,I0090  ,298,       ,    ,2.869,8/16/2019,2.0208,0.0228,0.302,0.244,2.5896,0.279,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.7734,111.1986, @Town Pump #1013, True,1066 Amsterdam Road  (Route 347),Belgrade,MT,59714,"45.7734,-111.1986","32.641911,-96.779346",1186.646
Flying J #865                 ,      No,    No,0,518407,ON555                                                  ,401 Brock Rd                  ,Pickering      ,ON,L1W4A1,       ,    ,S0401  ,    ,3.5195,8/16/2019,1.9983,0.0298,0.2947,0.1136,2.4364,1.083,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.8157,79.0601, NOT FOUND, False,600 Brock Road  (ON-1),Pickering,ON,L1W 1Z8,"43.8157,-79.0601","33.900271,-96.956902",1176.797
Flying J #924                 ,      No,    No,0,518225,MT225                                                  ,122000 W Browns Gulch Rd      ,Butte          ,MT,59701,I0090  ,122,I0015  ,122,2.869,8/16/2019,2.0293,0.0394,0.302,0.244,2.6147,0.254,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.0078,112.6123, NOT FOUND, False,"I-15, I-90",Butte,MT,59701,"46.0078,-112.6123","33.900714,-96.955628",1172.948
Flying J #805                 ,      No,    No,0,232025,ON346                                                  ,1765 Albion Rd                ,Etobicoke      ,ON,M9W5S7,       ,    ,S0027  ,    ,3.5195,8/16/2019,1.9983,0.046,0.2955,0.1136,2.4534,1.066,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.7444,79.6088, NOT FOUND, False,1771 Albion Road  (ON-50),Claireville,ON,,"43.7444,-79.6088","33.899932,-96.958239",1150.707
Flying J #807                 ,      No,    No,0,232026,ON348                                                  ,1400 Britannia Rd E           ,Mississauga    ,ON,L4W1C8,       ,    ,S0401  ,    ,3.5195,8/16/2019,1.9983,0.0162,0.2941,0.1136,2.4222,1.097,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.6536,79.6491, @Flying J Fuel Stop #807, True,1438 Britannia Road East,Mississauga,ON,L4W 1C8,"43.6536,-79.6491","33.899933,-96.958193",1145.809
Flying J #102                 ,      No,    No,0,518854,WY653                                                  ,151 Industrial Drive          ,Rock Springs   ,WY,82901,I0080  ,104,       ,    ,3.139,8/16/2019,2.09,0.0325,0.24,0.244,2.6065,0.532,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.6178,109.2344, NOT FOUND, False,169 Industrial Drive,Rock Springs,WY,82901,"41.6178,-109.2344","29.771225,-95.125666",1134.997
Pilot TC #898                 ,      No,    No,0,516886,VA506                                                  ,918 W Atlantic St             ,Emporia        ,VA,23847,U0058  ,    ,I0095  ,11B ,2.959,8/16/2019,1.8817,0.0617,0.208,0.244,2.3954,0.564,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.7042,77.5529, @Pilot Dealer #898, True,920 West Atlantic Street  (US-58),Emporia,VA,23847,"36.7042,-77.5529","32.641911,-96.779346",1125.067
Pilot TC #906                 ,      No,    No,0,516354,MT166                                                  ,602 E 8Th Ave N               ,Columbus       ,MT,59019,I0090  ,408,       ,    ,2.869,8/16/2019,1.9815,0.0303,0.302,0.244,2.5578,0.311,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.6447,109.2484, NOT FOUND, False,8th Avenue,Columbus,MT,59019,"45.6447,-109.2484","32.641911,-96.779346",1116.004
Flying J #803                 ,      No,    No,0,232023,MB345                                                  ,2450 Saskatchewan Ave W       ,Portage La Prai,MB,R1N3B5,       ,    ,S0001  ,    ,3.4911,8/16/2019,2.1512,0.0304,0.2321,0.1136,2.5273,0.964,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,49.9753,98.3308, NOT FOUND, False,2450 Saskatchewan Avenue West  (MB-1 A),Portage La Prairie,MB,,"49.9753,-98.3308","33.899931,-96.958285",1112.138
Flying J #968                 ,      No,    No,0,231785,MT220                                                  ,6505 Jackrabbit Ln            ,Belgrade       ,MT,59714,I0090  ,298,U0085  ,    ,2.889,8/16/2019,2.0208,0.0772,0.302,0.244,2.644,0.245,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.7641,111.1854, NOT FOUND, False,6375 Jackrabbit Lane  (MT-85),Belgrade,MT,59714,"45.7641,-111.1854","33.901006,-96.95468",1110.305
Pilot TC #1163                ,      No,    No,0,526893,PA023                                                  ,6406 Emlenton Clintonville Rd ,Emlenton       ,PA,16373,I0080  ,42,       ,    ,3.399,8/16/2019,1.8806,0.063,0.741,0.244,2.9286,0.47,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.1761,79.7393, @Pilot Dealer #1163, True,Emlenton Clintonville Road  (PA-208),Emlenton,PA,16373,"41.1761,-79.7393","32.641911,-96.779346",1107.018
Pilot TC #915                 ,      No,    No,0,516362,MT160                                                  ,2711 N Frontage Rd            ,Billings       ,MT,59101,I0090  ,455,       ,    ,2.869,8/16/2019,1.9815,0.0157,0.302,0.244,2.5432,0.326,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.8166,108.4137, NOT FOUND, False,2803 North Frontage Road,Billings,MT,59101,"45.8166,-108.4137","32.641911,-96.779346",1099.566
Flying J #866                 ,      No,    No,0,520693,ON227                                                  ,3200 TCH 1                    ,Shuniah        ,ON,P0T2M0,       ,    ,S0001  ,    ,3.7183,8/16/2019,2.2676,0.0233,0.3067,0.1136,2.7112,1.007,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,48.6035,88.782, @Flying J Can Dealer #866, True,"3200 Trans-Canada Highway  (ON-11, ON-17)",Loon,ON,,"48.6035,-88.782","33.900378,-96.956899",1098.775
Pilot TC #897                 ,      No,    No,0,518094,FL370                                                  ,16650 Nw 27th Ave             ,Opa-Locka      ,FL,33054,S0826  ,    ,       ,    ,3.259,8/16/2019,1.9215,0.052,0.3497,0.244,2.5672,0.692,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,25.9258,80.2447, NOT FOUND, False,16688 Northwest 27th Avenue  (FL-817),Opa Locka,FL,33054,"25.9258,-80.2447","32.641911,-96.779346",1096.689
Pilot TC #899                 ,      No,    No,0,516889,VA083                                                  ,1011 E Atlantic St            ,South Hill     ,VA,23970,U0058  ,    ,I0085  ,12A ,2.959,8/16/2019,1.8817,0.0564,0.208,0.244,2.3901,0.569,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.7172,78.1165, NOT FOUND, False,905 East Atlantic Street  (US-58 Business),South Hill,VA,23970,"36.7172,-78.1165","32.641911,-96.779346",1094.404
Pilot TC #873                 ,      No,    No,0,517426,FL903                                                  ,12200 Nw South River Dr       ,Medley         ,FL,33178,S0826  ,    ,U0027  ,    ,3.259,8/16/2019,1.9251,0.0545,0.3497,0.244,2.5733,0.686,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,25.8838,80.364, NOT FOUND, False,12176 Northwest South River Drive,Miami,FL,33178,"25.8838,-80.364","32.641911,-96.779346",1091.616
Pilot TC #874                 ,      No,    No,0,517741,FL361                                                  ,17696 Sw 8th St               ,Miami          ,FL,33194,       ,    ,U0041  ,    ,3.259,8/16/2019,1.9251,0.0545,0.3497,0.244,2.5733,0.686,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,25.7608,80.4811, @Pilot Dealer #874, True,"16504 Tamiami Trail  (US-41, FL-90)",Miami,FL,33194,"25.7608,-80.4811","32.641911,-96.779346",1089.443
Pilot TC #1014                ,      No,    No,0,231984,MT105                                                  ,73 MT 16                      ,Glendive       ,MT,59330,I0094  ,213,       ,    ,2.849,8/16/2019,1.8822,0.0186,0.302,0.244,2.4468,0.402,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,47.1167,104.7354, NOT FOUND, False,74 MT-16,Glendive,MT,59330,"47.1167,-104.7354","32.641911,-96.779346",1083.298
Pilot TC #907                 ,      No,    No,0,516355,MT168                                                  ,1210 S Haynes Ave             ,Miles City     ,MT,59301,I0094  ,138,       ,    ,2.849,8/16/2019,1.9815,0.0758,0.302,0.244,2.6033,0.246,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.3972,105.8224, @Town Pump #907, True,1220 South Haynes Avenue  (MT-59),Miles City,MT,59301,"46.3972,-105.8224","32.641911,-96.779346",1063.223
Pilot TC #900                 ,      No,    No,0,517742,NC320                                                  ,65 Sadler Rd                  ,Dunn           ,NC,28334,       ,    ,I0095  ,75,3.059,8/16/2019,1.8678,0.0344,0.3645,0.244,2.5107,0.548,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.3184,78.5743, @Pilot Dealer #900, True,131 Sadler Road,Dunn,NC,28334,"35.3184,-78.5743","32.641911,-96.779346",1057.02
Pilot TC #1223                ,      No,    No,0,529466,529466,1212 N 47th St                ,Grand Forks    ,ND,58203,U0002  ,    ,I0029  ,141,2.86,8/15/2019,1.9339,0.0535,0.2303,0.244,2.4617,0.398,0,No  ,0,       ,Retail  ,         ,    ,47.9319,97.0956, @Stamart #13, True,1248 North 47th Street,Grand Forks,ND,58203,"47.9319,-97.0956","32.641911,-96.779346",1055.853
Pilot TC #885                 ,      No,    No,0,516880,NC177                                                  ,873 Long Branch Rd            ,Dunn           ,NC,28334,       ,    ,I0095  ,71,3.059,8/16/2019,1.8678,0.0344,0.3645,0.244,2.5107,0.548,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.2693,78.6155, @The Pantry #885, True,873 Long Branch Road  (NC-1002),Dunn,NC,28334,"35.2693,-78.6155","32.641911,-96.779346",1054.424
Pilot TC #489                 ,      No,    No,0,517888,ND285                                                  ,4401 32nd Ave S               ,Grand Forks    ,ND,58201,       ,    ,I0029  ,138,2.839,8/16/2019,1.9017,0.0435,0.2303,0.244,2.4195,0.419,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,47.8894,97.0865, NOT FOUND, False,4505 32nd Avenue South  (US-81 Business),Grand Forks,ND,58201,"47.8894,-97.0865","32.641911,-96.779346",1052.912
Pilot TC #305                 ,      No,    No,0,516182,NM003                                                  ,1 Giant Crossing              ,Jamestown      ,NM,87347,I0040  ,39,       ,    ,3.059,8/16/2019,1.9705,0.0275,0.2288,0.244,2.4708,0.588,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.4834,108.4301, NOT FOUND, False,Giant Crossing,Continental Divide,NM,87312,"35.4834,-108.4301","35.019762,-89.897751",1043.91
Flying J #1015                ,      No,    No,0,231972,MT026                                                  ,12280 Hwy 200                 ,Sidney         ,MT,59270,S0200  ,    ,       ,    ,2.869,8/16/2019,1.9815,0.1483,0.302,0.244,2.6758,0.193,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,47.7181,104.156, NOT FOUND, False,162 Holly Street  (MT-16),Sidney,MT,59270,"47.7181,-104.156","33.901236,-96.953622",1024.452
Flying J #923                 ,      No,    No,0,231030,MT222                                                  ,2775 Old Hardin Rd.           ,Billings       ,MT,59101,I0090  ,455,       ,    ,2.869,8/16/2019,1.9815,0.0157,0.302,0.244,2.5432,0.326,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.8123,108.415, @Town Pump #923, True,2775 Old Hardin Road,Billings,MT,59101,"45.8123,-108.415","33.900611,-96.955618",1020.17
Pilot TC #1185                ,      No,    No,0,231990,AZ099                                                  ,4031 Fleet St                 ,Littlefield    ,AZ,      ,       ,    ,I0015  ,9,3.259,8/16/2019,2.035,0.0692,0.27,0.244,2.6182,0.641,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.8978,113.9085, NOT FOUND, False,4057 Fleet Street,Littlefield,AZ,86432,"36.8978,-113.9085","32.641911,-96.779346",1013.35
Pilot TC #905                 ,      No,    No,0,516353,MT163                                                  ,7985 Mt-200                   ,Milltown       ,MT,59851,I0090  ,109,       ,    ,2.869,8/16/2019,1.9878,0.0156,0.302,0.244,2.5494,0.32,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.8919,113.6127, NOT FOUND, False,18495 MT-200,Bonner,MT,59823,"46.8919,-113.6127","32.569286,-116.953675",1004.464
Pilot TC #1224                ,      No,    No,0,529467,529467,3936 Miriam Ave               ,Bismarck       ,ND,58501,I0094  ,166,       ,    ,2.759,8/16/2019,1.8559,0.0363,0.2303,0.244,2.3665,0.393,0,No  ,0,       ,Retail  ,         ,    ,46.8295,100.7287, @Stamart Travel Center #15, True,3936 Divide Avenue,Bismarck,ND,58501,"46.8295,-100.7287","32.641911,-96.779346",1001.451
Love's #689                   ,      No,    No,0,529598,AR128                                                  ,294 Highway 65/82 North       ,Lake Village   ,AR,71653,U0082  ,    ,U0065  ,    ,2.699,8/16/2019,1.8916,0.093,0.228,0.244,2.4566,0.242,0,No  ,0,       ,Retail  ,         ,    ,33.3314,91.2842, NOT FOUND, False,405 Main Street,Lake Village,AR,71653,"33.3314,-91.2842","40.013213,-75.277975",997.193
Pilot TC #1096                ,      No,    No,0,231985,FL918                                                  ,1101 Friday Rd                ,Cocoa          ,FL,32926,       ,    ,I0095  ,202,3.099,8/16/2019,1.9225,0.0685,0.3497,0.244,2.5847,0.514,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.376,80.8021, NOT FOUND, False,Friday Road,Cocoa,FL,32926,"28.376,-80.8021","32.641911,-96.779346",993.845
Flying J #964                 ,      No,    No,0,231790,MT164                                                  ,315 13th St. W                ,Hardin         ,MT,59034,I0090  ,495,S0047  ,    ,2.889,8/16/2019,1.9815,0.0897,0.302,0.244,2.6172,0.272,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,45.7424,107.61, NOT FOUND, False,229 13th Street West,Hardin,MT,59034,"45.7424,-107.61","33.900978,-96.954765",991.908
Pilot TC #895                 ,      No,    No,0,518309,MI324                                                  ,21055 West Rd.                ,Woodhaven      ,MI,48183,       ,    ,I0075  ,32,3.059,8/16/2019,1.861,0.037,0.4015,0.244,2.5435,0.515,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.1357,83.2393, @Flying J #895, True,23693 Westwood Road,Trenton,MI,48183,"42.1357,-83.2393","32.641911,-96.779346",988.449
Flying J #1171                ,      No,    No,0,231989,NV059                                                  ,1057 S LOWER FLAT TOP RD      ,Mesquite       ,NV,89034,       ,    ,I0015  ,118,3.259,8/16/2019,2.035,0.0692,0.4119,0.244,2.7601,0.499,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.783,114.141, NOT FOUND, False,Lower Flat Top Drive,Mesquite,NV,89027,"36.783,-114.141","33.899716,-96.962912",986.343
Flying J #507                 ,      No,    No,0,231951,XT229                                                  ,11710 N Interstate 35         ,Jarrell        ,TX,76537,       ,    ,I0035  ,275,2.799,8/16/2019,1.9276,0.037,0.2009,0.244,2.4095,0.39,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.8116,97.6121, NOT FOUND, False,11704 I-35 Service North,Jarrell,TX,76537,"30.8116,-97.6121","38.7909,-112.07659",986.03
Pilot TC #1222                ,      No,    No,0,529465,529465,3500 12th Ave N               ,Fargo          ,ND,58103,I0094  ,351,I0029  ,64,2.8,8/16/2019,1.9017,0.0348,0.2303,0.244,2.4108,0.389,0,No  ,0,       ,Retail  ,         ,    ,46.8893,96.8359, @Stamart #5, True,950 35th Street North,Fargo,ND,58102,"46.8893,-96.8359","32.641911,-96.779346",983.741
Pilot TC #1215                ,      No,    No,0,529463,529463,48710 Vicksburg Rd            ,Salome         ,AZ,85348,I0010  ,45,       ,    ,2.999,8/16/2019,2.0767,0.0844,0.27,0.244,2.6751,0.324,0,No  ,0,       ,Retail  ,         ,    ,33.6281,113.7692, NOT FOUND, False,48710 Vicksburg Road,Salome,AZ,85348,"33.6281,-113.7692","32.641911,-96.779346",983.582
