Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
NM026     ,LOVES 215                     ,I-40 AT HIGHWAY 66            ,GALLUP         ,NM,87301,35.5106,-108.8258,COMDATA   ,Loves                                   , NOT FOUND, False,I-40,Gallup,NM,87301
NM039     ,PETRO_MILAN 313               ,I-40 & HORIZON BLVD.          ,MILAN          ,NM,87021,35.1825,-107.9,COMDATA   ,TA                                      , NOT FOUND, False,Horizon Boulevard  (NM-605),Milan,NM,87021
NM044     ,PILOT 266                     ,2681 WEST AMADOR              ,LAS CRUCES     ,NM,88005,32.2963,-106.8101,COMDATA   ,Pilot                                   , @Pilot Travel Center #266, True,2681 West Amador Avenue  (NM-342),Las Cruces,NM,88005
NM045     ,TA_GALLUP 008                 ,I-40 & HWY 66                 ,GALLUP         ,NM,87301,35.505,-108.8344,COMDATA   ,TA                                      , NOT FOUND, False,West Historic 66  (NM-118),Gallup,NM,87301
NM057     ,LOVES 760                     ,16 ANDREWS HWY                ,EUNICE         ,NM,88231,32.4324,-103.0919,COMDATA   ,Loves                                   , NOT FOUND, False,"Andrews Highway  (NM-176, NM-234)",Eunice,NM,88231
NM060     ,LOVES 614                     ,I-40 @ ATRISCO VISTA BLVD & CE,ALBUQUERQUE    ,NM,87121,35.0635,-106.786,COMDATA   ,Loves                                   , @Love's #614, True,Central Avenue Northwest,Albuquerque,NM,87121
NM061     ,LOVES 259                     ,8993 ROBERT LARSEN BLVD       ,LAS CRUCES     ,NM,88005,32.2728,-106.9083,COMDATA   ,Loves                                   , NOT FOUND, False,"I-10, US-70, US-180",Las Cruces,NM,88007
NM062     ,LOVES 257                     ,I-40 & HORIZON BLVD.          ,MILAN          ,NM,87021,35.1819,-107.9,COMDATA   ,Loves                                   , NOT FOUND, False,1431 Pinon Drive,Milan,NM,87021
NM075     ,TA_LAS CRUCES 014             ,202 NORTH MOTEL BLVD          ,LAS CRUCES     ,NM,88005,32.2978,-106.8119,COMDATA   ,TA                                      , @TA-Las Cruces #14, True,204 North Motel Boulevard  (NM-292),Las Cruces,NM,88007
NM094     ,PILOT 8605                    ,1210 W AVE O                  ,EUNICE         ,NM,88231,32.4428,-103.1621,COMDATA   ,Pilot                                   , NOT FOUND, False,1509 North 15th Street,Eunice,NM,88231
NM100     ,TA_SANTA ROSA 023             ,"I-40, U.S. 66,54,84 E-277     ",SANTA ROSA     ,NM,88435,34.9472,-104.6406,COMDATA   ,TA                                      , NOT FOUND, False,NM-156,Santa Rosa,NM,88435
NM102     ,PILOT 475                     ,305 ABRAHAMES ROAD W.         ,MORIARTY       ,NM,87035,35.0104,-106.0467,COMDATA   ,Pilot                                   , NOT FOUND, False,13 Carl Cannon Ranch Road  (A Route 110),Moriarty,NM,87035
NM140     ,LOVES 210                     ,2200 6TH ST NW                ,ALBUQUERQUE    ,NM,87102,35.1056,-106.6622,COMDATA   ,Loves                                   , NOT FOUND, False,Coronado Freeway  (I-40),Albuquerque,NM,87104
NM141     ,PETRO_DEMING 385              ,14150 HWY 418 SW              ,DEMING         ,NM,88030,32.2363,-107.9925,COMDATA   ,TA                                      , NOT FOUND, False,14150 NM-418,Deming,NM,88030
NM222     ,FLYING J 689                  ,9911 AVALON ROAD NW           ,ALBUQUERQUE    ,NM,87105,35.079,-106.7464,COMDATA   ,Pilot                                   , @Flying J #689, True,10139 Avalon Road Northwest,Albuquerque,NM,87121
NM223     ,FLYING J 690                  ,11 OLD HWY 70                 ,LORDSBURG      ,NM,88045,32.3411,-108.6767,COMDATA   ,Pilot                                   , @Flying J #690, True,23 Sunset Avenue,Lordsburg,NM,88045
NM224     ,FLYING J 691                  ,2021 S. MOUNTAIN ROAD         ,TUCUMCARI      ,NM,88401,35.1588,-103.7043,COMDATA   ,Pilot                                   , @Flying J #691, True,2021 South Mountain Road,Tucumcari,NM,88401
NM227     ,PILOT 557                     ,3710 W CARLSBAD HWY           ,HOBBS          ,NM,88240,32.6978,-103.1838,COMDATA   ,Pilot                                   , @Pilot Travel Center #557, True,South Goings Lane,Hobbs,NM,88240
NM303     ,PILOT 8601                    ,210 E MAIN ST                 ,ARTESIA        ,NM,88210,32.8422,-104.3957,COMDATA   ,Pilot                                   , @Pilot Thomas Cardlock #8601, True,East Main Street  (US-82),Artesia,NM,88210
NM397     ,LOVES 726                     ,I-25 / 191                    ,BELEN          ,NM,87002,34.6527,-106.7935,COMDATA   ,Loves                                   , @Love's #726, True,Camino del Llano,Belen,NM,87002
NM403     ,PILOT 490                     ,3202 S. CANAL STREET          ,CARLSBAD       ,NM,88220,32.3884,-104.2155,COMDATA   ,Pilot                                   , @Pilot Fuel Center #490, True,3170 South Canal Street  (US-285),Carlsbad,NM,88220
NM406     ,LOVES 262                     ,I-40 & MOUNTAIN RD            ,TUCUMCARI      ,NM,88401,35.1514,-103.7239,COMDATA   ,Loves                                   , NOT FOUND, False,"I-40, US-54",Tucumcari,NM,88401
NM445     ,LOVES 276                     ,900 W. MOTEL EXIT 20 I-10     ,LORDSBURG      ,NM,88045,32.3539,-108.7489,COMDATA   ,Loves                                   , NOT FOUND, False,I-10,Lordsburg,NM,88045
NM459     ,PILOT 163                     ,I-10 EXTI 24                  ,LORDSBURG      ,NM,88045,32.3421,-108.6815,COMDATA   ,Pilot                                   , @Pilot Travel Center #163, True,"1128 East Motel Drive  (US-70, I-10 Business)",Lordsburg,NM,88045
NM460     ,PILOT 1118                    ,4100 MABRY DR                 ,CLOVIS         ,NM,88101,34.3953,-103.1529,COMDATA   ,Pilot                                   , @Pilot Travel Center #1118, True,"4210 Mabry Drive  (US-60, US-70, US-84)",Clovis,NM,88101
NM464     ,LOVES 285                     ,I-40 EXIT 277                 ,SANTA ROSA     ,NM,88435,34.9478,-104.6408,COMDATA   ,Loves                                   , NOT FOUND, False,I-40,Santa Rosa,NM,88435
NM466     ,LOVES 329                     ,4700 MABRY DR                 ,CLOVIS         ,NM,88101,34.3942,-103.1444,COMDATA   ,Loves                                   , NOT FOUND, False,"4654 Mabry Drive  (US-60, US-70, US-84)",Clovis,NM,88101
NM475     ,LOVES 022                     ,703 SOUTH FIRST               ,CLAYTON        ,NM,88415,36.4439,-103.1819,COMDATA   ,Loves                                   , NOT FOUND, False,799 South Front Street,Clayton,NM,88415
NM820     ,PILOT 1070                    ,2464 HISTORIC ROUTE 66        ,SANTA ROSA     ,NM,88435,34.9468,-104.6512,COMDATA   ,Pilot                                   , @Pilot Travel Center #1070, True,"3738 Will Rogers Drive  (US-54, US-84, I-40 Business)",Santa Rosa,NM,88435
NV005     ,TA_LAS VEGAS 108              ,8050 SOUTH INDUSTRIAL RD      ,LAS VEGAS      ,NV,89139,36.0433,-115.1873,COMDATA   ,TA                                      , @TA-Las Vegas #108, True,Dean Martin Drive,Las Vegas,NV,89139
NV012     ,TA_MILL CITY 181              ,I-80 EXIT 151                 ,MILL CITY      ,NV,89418,40.6989,-118.0508,COMDATA   ,TA                                      , NOT FOUND, False,"I-80, US-95",Winnemucca,NV,89445
NV016     ,LOVES 246                     ,825 COMMERCE CENTER DRIVE     ,FERNLEY        ,NV,89408,39.6047,-119.2328,COMDATA   ,Loves                                   , NOT FOUND, False,"825 East Main Street  (US-50 Alternate, US-95 Alternate)",Fernley,NV,89408
NV017     ,TA_SPARKS 172                 ,200 NTH MCCARRAN BLVD         ,SPARKS         ,NV,89431,39.5469,-119.755,COMDATA   ,TA                                      , NOT FOUND, False,908 Prospect Avenue,Sparks,NV,89431
NV048     ,FLYING J 966                  ,650 W FRONT STREET            ,BATTLE MOUNTAIN,NV,89820,40.6496,-116.9454,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #966, True,77 Front Street  (NV-304),Battle Mountain,NV,89820
NV059     ,FLYING J DEALER 1171          ,1057 S. LOWER FLAT TOP DRIVE  ,MESQUITE       ,NV,89027,36.7829,-114.1404,COMDATA   ,Pilot                                   , NOT FOUND, False,Lower Flat Top Drive,Mesquite,NV,89027
NV115     ,PETRO_WELLS 392               ,1440 6TH ST                   ,WELLS          ,NV,89835,41.1007,-114.9564,COMDATA   ,TA                                      , @Petro Fuel #392, True,130 US-93,Wells,NV,89835
NV118     ,FLYING J 1005                 ,480 TRUCK INN WAY             ,FERNLEY        ,NV,89408,39.6151,-119.2159,COMDATA   ,Pilot                                   , @Flying J #1005, True,I-80,Fernley,NV,89408
NV137     ,PILOT 340                     ,"I-80, US ALT 95, EXIT 46      ",FERNLEY        ,NV,89408,39.6143,-119.2663,COMDATA   ,Pilot                                   , @Pilot Travel Center #340, True,465 West Main Street  (NV-427),Fernley,NV,89408
NV139     ,PILOT 341                     ,3812 E. CRAIG RD              ,LAS VEGAS      ,NV,89031,36.2413,-115.0978,COMDATA   ,Pilot                                   , @Pilot Travel Center #341, True,4501 Mitchell Street,North Las Vegas,NV,89030
NV146     ,PILOT 387                     ,I-80 EXIT 280                 ,CARLIN         ,NV,89822,40.7197,-116.1058,COMDATA   ,Pilot                                   , @Pilot Travel Center #387, True,791 Fir Street,Carlin,NV,89822
NV227     ,FLYING J 692                  ,156 HWY 93 SOUTH              ,WELLS          ,NV,89835,41.0982,-114.9575,COMDATA   ,Pilot                                   , @Flying J #692, True,156 US-93,Wells,NV,89835
NV238     ,PILOT 147                     ,1200 W WENDOVER BLVD.         ,W. WENDOVER    ,NV,89883,40.7401,-114.0666,COMDATA   ,Pilot                                   , @Pilot Travel Center #147, True,1298 West Wendover Boulevard,West Wendover,NV,89883
NV248     ,LOVES 691                     ,SWC OF HWY 6 & HWY 93         ,ELY            ,NV,89301,39.2424,-114.8691,COMDATA   ,Loves                                   , NOT FOUND, False,"Great Basin Boulevard  (US-6, US-50, US-93)",Ely,NV,89301
NV258     ,PETRO_LAS VEGAS 331           ,6595 N HOLLYWOOD BLVD         ,LAS VEGAS      ,NV,89115,36.2808,-115.0239,COMDATA   ,TA                                      , NOT FOUND, False,8458 Speedway Boulevard,Las Vegas,NV,89115
NV276     ,PETRO_SPARKS 338              ,1950 EAST GREG STREET         ,SPARKS         ,NV,89431,39.5225,-119.7058,COMDATA   ,TA                                      , NOT FOUND, False,1975 East Greg Street,Sparks,NV,89431
NV459     ,FLYING J 770                  ,1880 W.  WINNEMUCCA BLVD      ,WINNEMUCCA     ,NV,89445,40.9606,-117.7477,COMDATA   ,Pilot                                   , @Flying J #770, True,1620 West Winnemucca Boulevard  (US-95),Winnemucca,NV,89445
NV508     ,FLYING J 513                  ,115 W PRIMM BLVD              ,PRIMM          ,NV,89019,35.6097,-115.3917,COMDATA   ,Pilot                                   , @Flying J US Dealer #513, True,West Primm Boulevard,Sloan,NV,89054
NV592     ,LOVES 340                     ,12501 APEX GREAT BASIN WAY    ,LAS VEGAS      ,NV,89115,36.3812,-114.8923,COMDATA   ,Loves                                   , NOT FOUND, False,US-93,Henderson,NV,89011
NV797     ,PILOT 485                     ,5625 I-80 W WINNEMUCCA EXIT   ,WINNEMUCCA     ,NV,89445,40.9313,-117.8049,COMDATA   ,Pilot                                   , @Pilot Travel Center #485, True,West Winnemucca Boulevard,Winnemucca,NV,89445
NV981     ,LOVES 365                     ,I-80/ GREAT BASIN HWY EXIT 352,WELLS          ,NV,89835,41.0984,-114.9587,COMDATA   ,Loves                                   , NOT FOUND, False,157 US-93,Wells,NV,89835
NY018     ,TA_PEMBROKE 194               ,8420 ALLEGHENY RD.            ,CORFU          ,NY,14036,43.0069,-78.4056,COMDATA   ,TA                                      , NOT FOUND, False,New York State Thruway  (I-90),Corfu,NY,14036
NY025     ,TA_BINGHAMTON 207             ,753 UPPER COURT ST            ,BINGHAMTON     ,NY,13904,42.0978,-75.8175,COMDATA   ,TA                                      , NOT FOUND, False,Access Road,Kirkwood,NY,13795
NY045     ,TA_FULTONVILLE 209            ,40 RIVERSIDE DR               ,FULTONVILLE    ,NY,12072,42.9458,-74.3667,COMDATA   ,TA                                      , NOT FOUND, False,New York State Thruway  (I-90),Fultonville,NY,12072
NY056     ,PILOT 394                     ,239 RT 17K                    ,NEWBURGH       ,NY,12550,41.5208,-74.1135,COMDATA   ,Pilot                                   , @Pilot Travel Center #394, True,2 Skyers Lane,Newburgh,NY,12550
NY072     ,TA_DANSVILLE 208              ,9616 COMMERCE DR.             ,DANSVILLE      ,NY,14437,42.5722,-77.7292,COMDATA   ,TA                                      , NOT FOUND, False,Genesee Expressway  (I-390),Dansville,NY,14437
NY078     ,TA_MAYBROOK 210               ,125 NEELYTOWN ROAD            ,MONTGOMERY     ,NY,12549,41.51,-74.2069,COMDATA   ,TA                                      , NOT FOUND, False,Homestead Avenue  (NY-208),Montgomery,NY,12549
NY223     ,FLYING J 693                  ,8484 ALLEGHENY ROAD           ,PEMBROKE       ,NY,14036,43.0008,-78.4069,COMDATA   ,Pilot                                   , @Flying J #693, True,8484 Alleghany Road  (NY-77),Corfu,NY,14036
NY448     ,LOVES 403                     ,2 INDUSTRIAL PARK DRIVE       ,BINGHAMTON     ,NY,13904,42.1058,-75.8283,COMDATA   ,Loves                                   , NOT FOUND, False,147 Colesville Road  (Route 52),Binghamton,NY,13904
NY464     ,PILOT 380                     ,107 SEVENTH N. STREET         ,SYRACUSE       ,NY,13088,43.0867,-76.1658,COMDATA   ,Pilot                                   , @Pilot Travel Center #380, True,54 Terminal Road,Liverpool,NY,13088
NY514     ,PETRO_WATERLOO 371            ,1255 ROUTE 414                ,WATERLOO       ,NY,13165,42.9648,-76.8469,COMDATA   ,TA                                      , NOT FOUND, False,1238 Ridge Road  (NY-414),Waterloo,NY,13165
NY667     ,PILOT 494                     ,1128 DUANESBURG RD            ,ROTTERDAM      ,NY,12306,42.7818,-74.0286,COMDATA   ,Pilot                                   , @Pilot Travel Center #494, True,1128 Duanesburg Road  (NY-7),Schenectady,NY,12306
NY734     ,PILOT 322                     ,7767 ST RT 53                 ,BATH           ,NY,14810,42.3776,-77.3638,COMDATA   ,Pilot                                   , @Pilot Travel Center #322, True,7759 Main Street  (NY-53),Bath,NY,14810
NY947     ,LOVES 611                     ,I-90 EXIT B 3 @ NY 22         ,CANAAN         ,NY,12029,42.3627,-73.4294,COMDATA   ,Loves                                   , @Love's #611, True,NY-22,Canaan,NY,12029
NY985     ,PILOT 146                     ,995 US RT 9                   ,SCHODACK LANDIN,NY,12033,42.4976,-73.6747,COMDATA   ,Pilot                                   , @Pilot Travel Center #146, True,995 US-9,Castleton on Hudson,NY,12033
OH067     ,TA_DAYTON 011                 ,6762 ST. RT. 127 N.           ,EATON          ,OH,45320,39.8347,-84.6292,COMDATA   ,TA                                      , NOT FOUND, False,6140 US-127,Eaton,OH,45320
OH100     ,TA_HEBRON 039                 ,I-70 & OH 37 EXIT 126         ,HEBRON         ,OH,43025,39.9419,-82.5358,COMDATA   ,TA                                      , NOT FOUND, False,Lancaster Road Southwest  (OH-37),Hebron,OH,43025
OH120     ,LOVES 427                     ,2217 S EDWIN C MOSSES BLVD    ,DAYTON         ,OH,45417,39.7337,-84.2091,COMDATA   ,Loves                                   , @Love's #427, True,1435 Cincinnati Street,Dayton,OH,45417
OH125     ,TA_JEFFERSONVILLE 139         ,12403 ST ROUTE 35 NW          ,JEFFERSONVILLE ,OH,43128,39.6169,-83.6043,COMDATA   ,TA                                      , @TA-Jeffersonville #139, True,Old US-35,Jeffersonville,OH,43128
OH164     ,TA_LONDON 024                 ,I-70 AND ST.RT. 42            ,LONDON         ,OH,43140,39.9553,-83.3764,COMDATA   ,TA                                      , NOT FOUND, False,1110 North London Delaware Road  (US-42),London,OH,43140
OH170     ,FLYING J 552                  ,3140 STATE ROUTE 350          ,LEBANON        ,OH,45036,39.4119,-84.1501,COMDATA   ,Pilot                                   , @Flying J #552, True,I-71,Lebanon,OH,45036
OH174     ,PILOT 597                     ,1111 EAST MAIN STREET         ,CHILLICOTHE    ,OH,45601,39.338,-82.951,COMDATA   ,Pilot                                   , NOT FOUND, False,1118 East Main Street,Chillicothe,OH,45601
